customer_id,tr_datetime,mcc_code,tr_type,amount,term_id
90808332,190 12:38:09,5912,1010,-988.2,
90808332,190 13:08:36,5499,1010,-1965.18,
90808332,192 00:00:00,5411,1110,-2892.74,
90808332,192 00:00:00,5411,1110,-14516.03,
90808332,192 12:05:05,6011,2010,-11229.58,
90808332,192 12:51:06,5499,1010,-2066.24,
90808332,192 12:56:06,5499,1010,-6616.47,
90808332,192 15:32:53,6011,2010,-6737.75,
90808332,192 15:48:48,5912,1010,-1235.25,
90808332,194 00:00:00,5499,1110,-2762.48,
90808332,194 15:56:43,6011,2010,-17967.33,
90808332,195 00:00:00,5411,1110,-8909.1,
90808332,195 00:00:00,5411,1110,-12495.15,
90808332,195 16:25:23,6011,2010,-11229.58,
90808332,195 17:00:10,5499,1010,-3907.89,
90808332,196 00:00:00,5411,1110,-6485.31,
90808332,196 12:34:38,6011,2010,-6737.75,
90808332,196 12:35:42,6011,2010,-13475.49,
90808332,196 13:10:48,5499,1010,-6468.24,
90808332,196 14:56:47,5499,1010,-651.32,
90808332,197 09:42:17,6011,2010,-74115.22,
90808332,197 09:43:39,6011,2010,-67377.47,
90808332,197 09:44:47,6011,2010,-85344.8,
90808332,197 09:45:14,6011,2010,-11229.58,
90808332,197 10:05:31,5983,1010,-15948.92,
90808332,197 13:25:03,5331,1010,-11168.94,
90808332,197 14:32:40,5499,1010,-22243.33,
90808332,197 14:57:19,5200,1010,-3716.99,
90808332,197 15:11:40,5499,1010,-2695.1,
90808332,197 18:48:56,5499,1010,-1100.5,
90808332,197 20:51:42,4814,1030,-2245.92,
90808332,198 00:00:00,5411,1110,-12318.85,
90808332,198 00:00:00,5411,1110,-3677.69,
90808332,198 09:25:34,6011,2010,-15721.41,
90808332,198 10:18:01,5499,1010,-2358.21,
90808332,199 00:00:00,5499,1110,-5165.61,
90808332,199 13:39:23,5499,1010,-14469.09,
90808332,199 14:11:25,5499,1010,-2403.13,
90808332,200 10:03:41,6011,2010,-49410.15,
90808332,200 10:04:56,6011,2010,-8983.66,
90808332,200 11:05:35,5211,1010,-5073.52,
90808332,200 11:42:21,6011,2010,-6737.75,
90808332,201 00:00:00,5411,1110,-6218.94,
90808332,202 00:00:00,5411,1110,-2262.54,
90808332,202 10:00:06,5983,1010,-10072.93,
90808332,202 10:41:55,6011,2010,-20213.24,
90808332,202 12:29:58,5499,1010,-3593.47,
90808332,203 11:13:51,6011,2010,-33688.74,
90808332,203 18:37:01,6011,2010,-2245.92,
90808332,203 18:41:60,5499,1010,-561.48,
90808332,204 00:00:00,5499,1110,-5244.21,
90808332,204 09:59:58,6011,2010,-22459.16,
90808332,204 14:24:19,4814,1030,-2245.92,
90808332,204 14:24:27,4814,1030,-2245.92,
90808332,205 00:00:00,5411,1110,-9382.76,
90808332,205 00:00:00,5411,1110,-6194.01,
90808332,205 10:34:16,5211,1010,-8707.86,
90808332,205 10:50:59,6011,2010,-11229.58,
90808332,205 11:33:11,5499,1010,-2313.29,
90808332,205 13:50:00,5499,1010,-1010.66,
90808332,205 13:56:03,5499,1010,-1033.12,
90808332,205 14:02:42,5912,1010,-1897.8,
90808332,207 10:58:07,6011,2010,-5614.79,
90808332,207 12:04:21,5211,1010,-509.6,648959
90808332,207 12:44:01,5499,1010,-4419.96,10022344
90808332,207 13:59:33,5912,1010,-2448.05,382180
90808332,207 14:05:50,5912,1010,-3391.33,382180
90808332,207 14:29:05,5912,1010,-1437.39,
90808332,208 00:00:00,5411,1110,-4990.42,22457571
90808332,208 17:41:35,5912,1010,-10488.43,382180
90808332,209 00:00:00,5995,1110,-1437.39,15880374
90808332,209 00:00:00,5411,1110,-9321,22457570
90808332,209 08:28:07,6011,2010,-12352.54,640476
90808332,209 09:23:56,5411,1010,-1810.21,333911
90808332,209 09:48:59,5983,1010,-10039.24,647721
90808332,209 10:24:55,4814,1030,-2245.92,889002
90808332,209 12:05:07,4829,2330,-4177.4,205306
90808332,209 12:07:15,4829,2330,-17733.75,205306
90808332,209 12:09:48,4814,1030,-3368.87,205306
90808332,209 17:32:37,5912,1010,-1347.55,382180
90808332,210 00:00:00,5411,1110,-7189.18,759848
90808332,210 00:00:00,5411,1110,-6213.55,22457570
90808332,210 13:36:31,5912,1010,-7658.57,382181
90808332,210 16:07:59,5499,1010,-3660.84,10022344
90808332,211 11:41:35,6011,2010,-15721.41,732248
90808332,211 11:42:16,6011,2010,-38180.57,732248
90808332,211 11:43:40,6011,2010,-20213.24,732248
90808332,211 12:09:31,6011,2010,-11229.58,732248
90808332,211 12:49:00,5499,1010,-26308.88,648720
90808332,211 18:21:55,5499,1010,-2088.7,10028538
90808332,212 14:30:04,5983,1010,-13430.58,648964
90808332,212 15:36:18,6011,2010,-145984.53,640291
90808332,212 15:37:44,6011,2010,-76361.14,640291
90808332,212 15:38:16,6011,2010,-8983.66,640291
90808332,213 00:00:00,8043,1110,-3368.87,20823034
90808332,213 11:49:47,6011,2010,-8983.66,334370
90808332,213 11:56:21,5211,1010,-2014.59,648585
90808332,213 17:29:21,5499,1010,-8761.32,189085
90808332,214 00:00:00,5411,1110,-7669.8,22457571
90808332,214 06:33:20,5912,1010,-3368.87,242915
90808332,214 16:13:45,5499,1010,-5098.23,648154
90808332,215 00:00:00,5499,1110,-3862.98,29190055
90808332,216 00:00:00,5411,1110,-13322.1,759847
90808332,216 13:17:10,5499,1010,-4087.57,10022344
90808332,217 00:00:00,5411,1110,-3436.25,22457570
90808332,217 00:00:00,5411,1110,-8418.37,759847
90808332,217 00:00:00,5045,1110,-4042.65,J152036
90808332,217 12:20:10,6011,2010,-56147.89,796331
90808332,217 17:39:47,5499,1010,-2088.7,10028538
90808332,221 08:29:56,6011,2010,-11229.58,205307
90808332,221 14:09:35,5983,1010,-6715.29,648963
90808332,223 12:30:13,4814,1030,-2245.92,889002
90808332,224 00:00:00,5499,1110,-3638.38,28987
90808332,224 00:00:00,5941,1110,-3346.41,77081077
90808332,224 00:00:00,5411,1110,-6064.87,22457570
90808332,224 07:46:31,5499,1010,-3750.68,189085
90808332,224 07:51:41,5499,1010,-2335.75,10022344
90808332,224 07:55:26,5499,1010,-4451.41,10022344
90808332,224 14:32:36,6011,2010,-11229.58,640339
90808332,224 17:13:33,5499,1010,-1347.55,189085
90808332,225 00:00:00,5411,1110,-9153.01,22457570
90808332,225 00:00:00,5411,1110,-1847.71,759847
90808332,225 14:16:06,5411,1010,-4676.9,204224
90808332,225 14:48:22,6011,2010,-13475.49,205307
90808332,225 14:49:46,6011,7010,56147.89,140801
90808332,225 14:50:05,4814,1030,-4491.83,205307
90808332,226 00:00:00,5499,1110,-3593.47,29190055
90808332,226 11:10:60,5499,1010,-6209.96,10022344
90808332,226 15:16:52,5912,1010,-516.56,382180
90808332,227 07:20:01,5912,1010,-24109.91,152516
90808332,227 10:01:53,5983,1010,-6715.29,648963
90808332,228 06:46:49,5912,1010,-10784.89,237751
90808332,228 06:59:34,5499,1010,-3966.29,10022344
90808332,228 07:04:01,5499,1010,-2695.1,10022344
90808332,228 12:24:58,8999,1010,-2470.51,515869
90808332,228 14:51:06,5411,1010,-6640.05,204221
90808332,228 15:16:07,5499,1010,-2088.7,10028538
